Ensembl Gene ID	Ensembl Transcript ID	Gene Start (bp)	Gene End (bp)	Chromosome Name	Gene type
ENSG00000238518	ENST00000459177	95925896	95925980	5	miRNA
ENSG00000266008	ENST00000579236	21880209	21880317	19	miRNA
ENSG00000264129	ENST00000580431	96030235	96030335	5	miRNA
ENSG00000265084	ENST00000579465	21935813	21935885	19	miRNA
ENSG00000221506	ENST00000408579	23440991	23441060	3	miRNA
ENSG00000265645	ENST00000581880	23521988	23522069	3	miRNA
ENSG00000238672	ENST00000458993	23809102	23809195	3	miRNA
ENSG00000221653	ENST00000408726	59468756	59468837	2	miRNA
ENSG00000265012	ENST00000580797	27138867	27138918	12	miRNA
ENSG00000264398	ENST00000580460	42730351	42730423	10	miRNA
ENSG00000252455	ENST00000516646	59760119	59760210	2	miRNA
ENSG00000263422	ENST00000581326	58119722	58119803	17	miRNA
ENSG00000266701	ENST00000583144	58119907	58119988	17	miRNA
ENSG00000265638	ENST00000582298	58120055	58120133	17	miRNA
ENSG00000263820	ENST00000577558	58120166	58120243	17	miRNA
ENSG00000265028	ENST00000580344	24562853	24562926	3	miRNA
ENSG00000264049	ENST00000583979	58120386	58120466	17	miRNA
ENSG00000264661	ENST00000580767	31127544	31127628	22	miRNA
ENSG00000263987	ENST00000577643	154076997	154077068	1	miRNA
ENSG00000216131	ENST00000401312	77469907	77469999	16	miRNA
ENSG00000215938	ENST00000401119	154166141	154166219	1	miRNA
ENSG00000252817	ENST00000517008	154226921	154226997	1	miRNA
ENSG00000221226	ENST00000408299	77744198	77744281	16	miRNA
ENSG00000264231	ENST00000583630	47996975	47997049	8	miRNA
ENSG00000265875	ENST00000578667	146114398	146114467	5	miRNA
ENSG00000221505	ENST00000408578	142533993	142534122	X	miRNA
ENSG00000264349	ENST00000580920	154948169	154948259	1	miRNA
ENSG00000207714	ENST00000384981	148441876	148441972	5	miRNA
ENSG00000221330	ENST00000408403	79703552	79703634	16	miRNA
ENSG00000271748	ENST00000607575	155164968	155165063	1	miRNA
ENSG00000221530	ENST00000408603	201707909	201708022	2	miRNA
ENSG00000266849	ENST00000578837	129815216	129815281	3	miRNA
ENSG00000264003	ENST00000579825	30135099	30135231	HSCHR6_MHC_MCF	miRNA
ENSG00000263909	ENST00000577717	75317939	75318041	2	miRNA
ENSG00000265861	ENST00000577562	98332834	98332899	12	miRNA
ENSG00000263890	ENST00000581299	98389161	98389226	12	miRNA
ENSG00000266871	ENST00000578184	30630566	30630651	HSCHR6_MHC_MCF	miRNA
ENSG00000265446	ENST00000578355	30662465	30662541	HSCHR6_MHC_MCF	miRNA
ENSG00000221204	ENST00000408277	177335466	177335558	5	miRNA
ENSG00000216032	ENST00000401213	145072385	145072455	X	miRNA
ENSG00000265290	ENST00000583491	30694904	30694997	HSCHR6_MHC_MCF	miRNA
ENSG00000252219	ENST00000516410	145074271	145074343	X	miRNA
ENSG00000216075	ENST00000401256	145075793	145075869	X	miRNA
ENSG00000266078	ENST00000581823	60614497	60614580	2	miRNA
ENSG00000216005	ENST00000401186	145076302	145076378	X	miRNA
ENSG00000215943	ENST00000401124	145078187	145078261	X	miRNA
ENSG00000211562	ENST00000390136	48802619	48802691	8	miRNA
ENSG00000216098	ENST00000401279	145078716	145078792	X	miRNA
ENSG00000216064	ENST00000401245	145082571	145082649	X	miRNA
ENSG00000223200	ENST00000411268	60853110	60853194	5	miRNA
ENSG00000216056	ENST00000401237	145109312	145109390	X	miRNA
ENSG00000264141	ENST00000583386	31556048	31556105	22	miRNA
ENSG00000221270	ENST00000408343	129902366	129902466	3	miRNA
ENSG00000263559	ENST00000584719	30937220	30937309	HSCHR6_MHC_MCF	miRNA
ENSG00000266139	ENST00000580915	112078589	112078668	2	miRNA
ENSG00000221037	ENST00000408110	18204623	18204712	11	miRNA
ENSG00000207746	ENST00000385013	83674490	83674583	4	miRNA
ENSG00000216109	ENST00000401290	155206540	155206628	1	miRNA
ENSG00000264603	ENST00000584572	18409334	18409407	11	miRNA
ENSG00000266372	ENST00000583832	100081381	100081466	7	miRNA
ENSG00000221427	ENST00000408500	59237870	59237964	14	miRNA
ENSG00000265384	ENST00000579195	55063157	55063228	HSCHR19LRC_PGF1_CTG1	miRNA
ENSG00000207720	ENST00000384987	155316141	155316236	1	miRNA
ENSG00000264786	ENST00000582854	55139744	55139813	HSCHR19LRC_PGF1_CTG1	miRNA
ENSG00000263832	ENST00000577550	57515445	57515545	12	miRNA
ENSG00000266063	ENST00000577758	112528638	112528711	2	miRNA
ENSG00000221790	ENST00000408863	22785508	22785590	19	miRNA
ENSG00000221717	ENST00000408790	128245532	128245633	10	miRNA
ENSG00000263660	ENST00000585120	144397091	144397176	8	miRNA
ENSG00000221355	ENST00000408428	16185328	16185402	17	miRNA
ENSG00000238320	ENST00000459161	91951951	91952044	2	miRNA
ENSG00000211984	ENST00000390695	77247462	77247547	2	miRNA
ENSG00000222596	ENST00000410664	64435117	64435222	X	miRNA
ENSG00000263447	ENST00000585102	77268904	77268989	2	miRNA
ENSG00000265940	ENST00000580894	18825955	18826033	11	miRNA
ENSG00000265660	ENST00000583819	144815253	144815323	8	miRNA
ENSG00000252869	ENST00000517060	59866741	59866869	14	miRNA
ENSG00000221766	ENST00000408839	146593689	146593785	7	miRNA
ENSG00000221442	ENST00000408515	147075109	147075213	7	miRNA
ENSG00000216090	ENST00000401271	144895127	144895212	8	miRNA
ENSG00000264200	ENST00000578405	103720634	103720708	11	miRNA
ENSG00000264144	ENST00000585226	144926240	144926325	8	miRNA
ENSG00000207574	ENST00000384842	145019359	145019447	8	miRNA
ENSG00000265575	ENST00000579560	132248733	132248809	2	miRNA
ENSG00000222683	ENST00000410751	130088070	130088187	3	miRNA
ENSG00000265175	ENST00000580332	64728309	64728404	7	miRNA
ENSG00000238442	ENST00000459523	19253848	19253930	14	miRNA
ENSG00000221625	ENST00000408698	98999652	98999738	12	miRNA
ENSG00000264873	ENST00000580407	31745090	31745152	HSCHR6_MHC_MCF	miRNA
ENSG00000223053	ENST00000411121	97974801	97974935	5	miRNA
ENSG00000222611	ENST00000410679	156047164	156047245	1	miRNA
ENSG00000221801	ENST00000408874	11400297	11400384	16	miRNA
ENSG00000207933	ENST00000385198	156390123	156390230	1	miRNA
ENSG00000238774	ENST00000458885	11442584	11442653	16	miRNA
ENSG00000264219	ENST00000583412	25706364	25706430	3	miRNA
ENSG00000266612	ENST00000582748	32001063	32001164	HSCHR6_MHC_MCF	miRNA
ENSG00000207939	ENST00000385204	65238712	65238821	X	miRNA
ENSG00000221699	ENST00000408772	32201337	32201477	17	miRNA
ENSG00000263629	ENST00000582927	60113680	60113738	14	miRNA
ENSG00000208035	ENST00000385300	148808481	148808586	5	miRNA
ENSG00000265616	ENST00000583871	33945949	33946021	16	miRNA
ENSG00000263641	ENST00000583710	232227419	232227504	2	miRNA
ENSG00000207986	ENST00000385251	33961652	33961766	16	miRNA
ENSG00000266163	ENST00000583357	12009518	12009595	16	miRNA
ENSG00000266012	ENST00000580680	33832568	33832655	22	miRNA
ENSG00000263774	ENST00000584251	232354915	232355000	2	miRNA
ENSG00000221365	ENST00000408438	57588287	57588359	12	miRNA
ENSG00000221185	ENST00000408258	85208238	85208323	8	miRNA
ENSG00000265341	ENST00000578212	80699358	80699460	16	miRNA
ENSG00000221135	ENST00000408208	148983839	148983980	5	miRNA
ENSG00000221541	ENST00000408614	113601888	113601988	2	miRNA
ENSG00000199047	ENST00000362177	149112388	149112453	5	miRNA
ENSG00000266421	ENST00000580577	86643621	86643686	4	miRNA
ENSG00000264733	ENST00000580978	12814178	12814228	16	miRNA
ENSG00000263385	ENST00000577400	25810151	25810202	3	miRNA
ENSG00000221374	ENST00000408447	202705852	202705953	2	miRNA
ENSG00000265774	ENST00000584475	86831631	86831696	4	miRNA
ENSG00000221489	ENST00000408562	202817980	202818059	2	miRNA
ENSG00000263984	ENST00000580895	13137329	13137433	16	miRNA
ENSG00000263383	ENST00000578120	32501264	32501336	17	miRNA
ENSG00000263371	ENST00000583628	105804680	105804760	11	miRNA
ENSG00000221478	ENST00000408551	23369034	23369139	19	miRNA
ENSG00000265210	ENST00000578325	19596857	19596919	11	miRNA
ENSG00000222246	ENST00000410314	232756952	232757008	2	miRNA
ENSG00000264309	ENST00000578534	19781550	19781629	11	miRNA
ENSG00000207626	ENST00000384894	233037363	233037457	2	miRNA
ENSG00000273048	ENST00000581455	81418623	81418698	16	miRNA
ENSG00000221137	ENST00000408210	87670098	87670180	8	miRNA
ENSG00000208028	ENST00000385293	57912946	57913042	12	miRNA
ENSG00000262403	ENST00000572520	155221944	155222032	HSCHR1_2_CTG31	miRNA
ENSG00000264918	ENST00000578165	148427921	148428020	7	miRNA
ENSG00000252270	ENST00000516461	150748005	150748076	5	miRNA
ENSG00000266515	ENST00000583004	87463635	87463705	4	miRNA
ENSG00000264425	ENST00000585107	100802754	100802836	7	miRNA
ENSG00000266061	ENST00000585165	131286133	131286246	10	miRNA
ENSG00000266620	ENST00000580185	233415184	233415283	2	miRNA
ENSG00000221273	ENST00000408346	64136074	64136175	11	miRNA
ENSG00000263981	ENST00000579870	88221647	88221735	4	miRNA
ENSG00000207648	ENST00000384915	64658609	64658718	11	miRNA
ENSG00000207639	ENST00000384907	14397824	14397906	16	miRNA
ENSG00000199130	ENST00000362260	14403142	14403228	16	miRNA
ENSG00000264478	ENST00000585314	23493190	23493259	11	miRNA
ENSG00000263636	ENST00000577313	82144658	82144758	16	miRNA
ENSG00000264502	ENST00000583568	82381112	82381184	16	miRNA
ENSG00000265526	ENST00000580964	123495214	123495275	12	miRNA
ENSG00000264542	ENST00000578526	106672075	106672218	11	miRNA
ENSG00000266436	ENST00000583520	79876420	79876485	2	miRNA
ENSG00000263566	ENST00000577381	80021396	80021507	2	miRNA
ENSG00000266465	ENST00000582738	58168032	58168101	12	miRNA
ENSG00000221179	ENST00000408252	80471748	80471843	2	miRNA
ENSG00000207789	ENST00000385054	58218392	58218475	12	miRNA
ENSG00000221395	ENST00000408468	82875691	82875805	16	miRNA
ENSG00000221607	ENST00000408680	108340182	108340279	11	miRNA
ENSG00000266041	ENST00000578459	65403781	65403840	11	miRNA
ENSG00000265874	ENST00000578869	65416663	65416724	11	miRNA
ENSG00000222299	ENST00000410367	83434148	83434220	16	miRNA
ENSG00000263785	ENST00000580839	83541951	83542013	16	miRNA
ENSG00000216055	ENST00000401236	147043356	147043436	4	miRNA
ENSG00000264604	ENST00000579664	68724548	68724666	X	miRNA
ENSG00000264323	ENST00000584185	147560413	147560495	4	miRNA
ENSG00000211991	ENST00000390702	69242707	69242773	X	miRNA
ENSG00000221369	ENST00000408442	148265781	148265869	4	miRNA
ENSG00000221055	ENST00000408128	114340536	114340673	2	miRNA
ENSG00000264274	ENST00000578951	148703746	148703819	4	miRNA
ENSG00000252997	ENST00000517188	65521221	65521305	7	miRNA
ENSG00000238315	ENST00000459564	112237	112366	GL000192.1	miRNA
ENSG00000264721	ENST00000578410	145210801	145210892	8	miRNA
ENSG00000264987	ENST00000579382	145456008	145456099	8	miRNA
ENSG00000265501	ENST00000583716	32510103	32510154	17	miRNA
ENSG00000264142	ENST00000578712	81274069	81274138	5	miRNA
ENSG00000207584	ENST00000384852	27209099	27209183	7	miRNA
ENSG00000221438	ENST00000408511	26795428	26795567	3	miRNA
ENSG00000221079	ENST00000408152	89415084	89415168	4	miRNA
ENSG00000221235	ENST00000408308	151560908	151561018	4	miRNA
ENSG00000216133	ENST00000401314	145619364	145619445	8	miRNA
ENSG00000221802	ENST00000408875	145625476	145625559	8	miRNA
ENSG00000263795	ENST00000579544	43493011	43493129	10	miRNA
ENSG00000263918	ENST00000584160	15001574	15001638	16	miRNA
ENSG00000265537	ENST00000580374	15005077	15005170	16	miRNA
ENSG00000265837	ENST00000580516	25558824	25558917	11	miRNA
ENSG00000221657	ENST00000408730	152486875	152486961	4	miRNA
ENSG00000265295	ENST00000577818	145792691	145792776	8	miRNA
ENSG00000264642	ENST00000580604	101881601	101881686	7	miRNA
ENSG00000264675	ENST00000581001	101936369	101936453	7	miRNA
ENSG00000207550	ENST00000384819	52195865	52195934	19	miRNA
ENSG00000198972	ENST00000362102	52196039	52196117	19	miRNA
ENSG00000208008	ENST00000385273	52196507	52196592	19	miRNA
ENSG00000266244	ENST00000579090	153149620	153149686	4	miRNA
ENSG00000266423	ENST00000581592	66701905	66701977	11	miRNA
ENSG00000264678	ENST00000583685	153410479	153410568	4	miRNA
ENSG00000265157	ENST00000579342	91475555	91475604	8	miRNA
ENSG00000211515	ENST00000390181	58888318	58888413	17	miRNA
ENSG00000221510	ENST00000408583	102046189	102046302	7	miRNA
ENSG00000238728	ENST00000459337	15104178	15104254	16	miRNA
ENSG00000221394	ENST00000408467	179225278	179225346	5	miRNA
ENSG00000263689	ENST00000581245	74583934	74584022	3	miRNA
ENSG00000198995	ENST00000362125	179442303	179442397	5	miRNA
ENSG00000266780	ENST00000584390	75263627	75263700	3	miRNA
ENSG00000263782	ENST00000581859	75395290	75395366	3	miRNA
ENSG00000266685	ENST00000579789	75418410	75418497	3	miRNA
ENSG00000263640	ENST00000578937	146078798	146078907	8	miRNA
ENSG00000216002	ENST00000401183	236235002	236235095	2	miRNA
ENSG00000221704	ENST00000408777	236480575	236480647	2	miRNA
ENSG00000263759	ENST00000583726	180009445	180009530	5	miRNA
ENSG00000207874	ENST00000385139	28078362	28078457	11	miRNA
ENSG00000264032	ENST00000581087	111218482	111218549	11	miRNA
ENSG00000207811	ENST00000385076	111383663	111383746	11	miRNA
ENSG00000207562	ENST00000384831	111384164	111384240	11	miRNA
ENSG00000266715	ENST00000582533	102106189	102106273	7	miRNA
ENSG00000264471	ENST00000578629	102111916	102111978	7	miRNA
ENSG00000271745	ENST00000607525	102120527	102120612	7	miRNA
ENSG00000221288	ENST00000408361	133014539	133014653	2	miRNA
ENSG00000222481	ENST00000410549	29273716	29273815	12	miRNA
ENSG00000264479	ENST00000583256	34442877	34442942	16	miRNA
ENSG00000215954	ENST00000401135	112118553	112118647	11	miRNA
ENSG00000212073	ENST00000390784	130830514	130830602	3	miRNA
ENSG00000265235	ENST00000579778	130907155	130907242	3	miRNA
ENSG00000221142	ENST00000408215	133281558	133281665	2	miRNA
ENSG00000221532	ENST00000408605	34510863	34510964	16	miRNA
ENSG00000251710	ENST00000515901	153472864	153472939	5	miRNA
ENSG00000252375	ENST00000516566	153822118	153822231	4	miRNA
ENSG00000221070	ENST00000408143	153719592	153719686	5	miRNA
ENSG00000221430	ENST00000408503	153726666	153726807	5	miRNA
ENSG00000263596	ENST00000578990	154281685	154281806	4	miRNA
ENSG00000264760	ENST00000585290	153975572	153975632	5	miRNA
ENSG00000221552	ENST00000408625	154065336	154065421	5	miRNA
ENSG00000208002	ENST00000385267	52785050	52785146	19	miRNA
ENSG00000252181	ENST00000516372	154794519	154794603	4	miRNA
ENSG00000264137	ENST00000584770	155140061	155140145	4	miRNA
ENSG00000263361	ENST00000579966	154209018	154209100	5	miRNA
ENSG00000221131	ENST00000408204	154404274	154404360	5	miRNA
ENSG00000211499	ENST00000390165	29298236	29298352	11	miRNA
ENSG00000263813	ENST00000581102	134884696	134884763	2	miRNA
ENSG00000264732	ENST00000581158	180649566	180649633	5	miRNA
ENSG00000264839	ENST00000579607	99386069	99386142	5	miRNA
ENSG00000266655	ENST00000579798	124020956	124021081	12	miRNA
ENSG00000264115	ENST00000582223	15248707	15248859	16	miRNA
ENSG00000221573	ENST00000408646	27404057	27404149	3	miRNA
ENSG00000266676	ENST00000579857	131641563	131641638	10	miRNA
ENSG00000264803	ENST00000578683	132760851	132760931	10	miRNA
ENSG00000266057	ENST00000579579	132793569	132793650	10	miRNA
ENSG00000265977	ENST00000579404	133489515	133489584	10	miRNA
ENSG00000265597	ENST00000579622	70361035	70361156	X	miRNA
ENSG00000251968	ENST00000516159	31195471	31195552	11	miRNA
ENSG00000221629	ENST00000408702	31227306	31227441	11	miRNA
ENSG00000263783	ENST00000577826	135615390	135615443	2	miRNA
ENSG00000266724	ENST00000580442	59921840	59921922	12	miRNA
ENSG00000265430	ENST00000578302	59921958	59922049	12	miRNA
ENSG00000207654	ENST00000384921	136422967	136423048	2	miRNA
ENSG00000264437	ENST00000578779	60420552	60420638	12	miRNA
ENSG00000221338	ENST00000408411	31457017	31457110	11	miRNA
ENSG00000221263	ENST00000408336	100152186	100152269	5	miRNA
ENSG00000264855	ENST00000577652	70845603	70845705	X	miRNA
ENSG00000211566	ENST00000390140	239894624	239894706	2	miRNA
ENSG00000266109	ENST00000583986	239990513	239990610	2	miRNA
ENSG00000221302	ENST00000408375	60093218	60093298	17	miRNA
ENSG00000265332	ENST00000577291	239990615	239990708	2	miRNA
ENSG00000266360	ENST00000579161	239990762	239990855	2	miRNA
ENSG00000263743	ENST00000578555	239990860	239990953	2	miRNA
ENSG00000264103	ENST00000584260	239991056	239991149	2	miRNA
ENSG00000264518	ENST00000577359	239991154	239991247	2	miRNA
ENSG00000265979	ENST00000581111	239991301	239991394	2	miRNA
ENSG00000264730	ENST00000582834	239991448	239991541	2	miRNA
ENSG00000265891	ENST00000582701	240007394	240007492	2	miRNA
ENSG00000264810	ENST00000582623	240007523	240007622	2	miRNA
ENSG00000265416	ENST00000579869	240008039	240008138	2	miRNA
ENSG00000265215	ENST00000578705	240227157	240227240	2	miRNA
ENSG00000264292	ENST00000584559	240273419	240273499	2	miRNA
ENSG00000264279	ENST00000583954	240882432	240882511	2	miRNA
ENSG00000221412	ENST00000408485	241201132	241201277	2	miRNA
ENSG00000207611	ENST00000384879	241395418	241395506	2	miRNA
ENSG00000216125	ENST00000401306	83269615	83269705	5	miRNA
ENSG00000265140	ENST00000577203	113320745	113320810	11	miRNA
ENSG00000222066	ENST00000410134	98797969	98798087	14	miRNA
ENSG00000223052	ENST00000411120	29127804	29127927	7	miRNA
ENSG00000265345	ENST00000583467	125400093	125400205	12	miRNA
ENSG00000221112	ENST00000408185	113957533	113957651	11	miRNA
ENSG00000221579	ENST00000408652	85526157	85526241	2	miRNA
ENSG00000221189	ENST00000408262	157217713	157217798	4	miRNA
ENSG00000265859	ENST00000584029	131704699	131704775	3	miRNA
ENSG00000238392	ENST00000459585	102147650	102147734	7	miRNA
ENSG00000238997	ENST00000411396	102246813	102246897	7	miRNA
ENSG00000263738	ENST00000578227	158281267	158281378	4	miRNA
ENSG00000215953	ENST00000401134	84823862	84823952	5	miRNA
ENSG00000265704	ENST00000579163	84930230	84930291	5	miRNA
ENSG00000264182	ENST00000578891	15252314	15252378	16	miRNA
ENSG00000272213	ENST00000606601	15737151	15737229	16	miRNA
ENSG00000221580	ENST00000408653	35136344	35136453	16	miRNA
ENSG00000221618	ENST00000408691	158509300	158509387	4	miRNA
ENSG00000223134	ENST00000411202	33376011	33376091	11	miRNA
ENSG00000216173	ENST00000401354	99828628	99828716	14	miRNA
ENSG00000265395	ENST00000581277	135185060	135185167	10	miRNA
ENSG00000265154	ENST00000584249	100575756	100575851	14	miRNA
ENSG00000199082	ENST00000362212	100575992	100576090	14	miRNA
ENSG00000264722	ENST00000582974	16400227	16400291	16	miRNA
ENSG00000221684	ENST00000408757	70979235	70979305	X	miRNA
ENSG00000266621	ENST00000578965	242184617	242184714	2	miRNA
ENSG00000265373	ENST00000581748	16403732	16403825	16	miRNA
ENSG00000263752	ENST00000583157	242417320	242417397	2	miRNA
ENSG00000238957	ENST00000459472	44529988	44530059	10	miRNA
ENSG00000265249	ENST00000584136	84886574	84886673	16	miRNA
ENSG00000265990	ENST00000584578	82904408	82904487	10	miRNA
ENSG00000221378	ENST00000408451	83810018	83810104	10	miRNA
ENSG00000198984	ENST00000362114	100774196	100774293	14	miRNA
ENSG00000266307	ENST00000583199	85339832	85339931	16	miRNA
ENSG00000264203	ENST00000582003	85475029	85475098	16	miRNA
ENSG00000221602	ENST00000408675	75598948	75599096	3	miRNA
ENSG00000264045	ENST00000579931	102654703	102654802	7	miRNA
ENSG00000222190	ENST00000410258	85775227	85775306	16	miRNA
ENSG00000221795	ENST00000408868	75679914	75680009	3	miRNA
ENSG00000223148	ENST00000411216	31105127	31105227	19	miRNA
ENSG00000215933	ENST00000401114	71372186	71372264	X	miRNA
ENSG00000264667	ENST00000579311	34505983	34506085	11	miRNA
ENSG00000271995	ENST00000606875	98407957	98408047	4	miRNA
ENSG00000266396	ENST00000582824	75787431	75787514	3	miRNA
ENSG00000251862	ENST00000516053	34963384	34963467	11	miRNA
ENSG00000265268	ENST00000580418	85196790	85196885	10	miRNA
ENSG00000263519	ENST00000583404	100789165	100789270	14	miRNA
ENSG00000238449	ENST00000459306	99851074	99851138	4	miRNA
ENSG00000265213	ENST00000579779	99918538	99918611	4	miRNA
ENSG00000221504	ENST00000408577	32417479	32417594	19	miRNA
ENSG00000212024	ENST00000390735	29720350	29720444	7	miRNA
ENSG00000263960	ENST00000581176	32868188	32868273	19	miRNA
ENSG00000265711	ENST00000578959	63699433	63699530	14	miRNA
ENSG00000221314	ENST00000408387	159921298	159921442	4	miRNA
ENSG00000264344	ENST00000584092	116886146	116886245	11	miRNA
ENSG00000266377	ENST00000577188	160044785	160044836	4	miRNA
ENSG00000207826	ENST00000385091	1765397	1765473	8	miRNA
ENSG00000263925	ENST00000579041	21889688	21889796	HSCHR19_2_CTG3	miRNA
ENSG00000265998	ENST00000581965	21945292	21945364	HSCHR19_2_CTG3	miRNA
ENSG00000266590	ENST00000580945	35882204	35882294	11	miRNA
ENSG00000263389	ENST00000579824	36031648	36031754	11	miRNA
ENSG00000221770	ENST00000408843	100551034	100551116	12	miRNA
ENSG00000266547	ENST00000582662	135311055	135311140	10	miRNA
ENSG00000212104	ENST00000390815	76467047	76467131	3	miRNA
ENSG00000263780	ENST00000580268	32991762	32991847	19	miRNA
ENSG00000264020	ENST00000408499	39752359	39752453	11	miRNA
ENSG00000221804	ENST00000408877	39883056	39883144	11	miRNA
ENSG00000264211	ENST00000581627	118781417	118781496	11	miRNA
ENSG00000266526	ENST00000583526	40635652	40635765	11	miRNA
ENSG00000221357	ENST00000408430	40781072	40781155	11	miRNA
ENSG00000207771	ENST00000385037	30329410	30329506	7	miRNA
ENSG00000266398	ENST00000577421	118889654	118889722	11	miRNA
ENSG00000264355	ENST00000577275	33667978	33668061	19	miRNA
ENSG00000207645	ENST00000384913	54169927	54170024	19	miRNA
ENSG00000207644	ENST00000384912	54172411	54172508	19	miRNA
ENSG00000221017	ENST00000408090	54175222	54175294	19	miRNA
ENSG00000239036	ENST00000458984	101049500	101049582	12	miRNA
ENSG00000207869	ENST00000385134	54177451	54177574	19	miRNA
ENSG00000207599	ENST00000384867	54178965	54179051	19	miRNA
ENSG00000207616	ENST00000384884	54182257	54182339	19	miRNA
ENSG00000207810	ENST00000385075	54183194	54183277	19	miRNA
ENSG00000207555	ENST00000384824	54185413	54185499	19	miRNA
ENSG00000207552	ENST00000384821	61021576	61021673	17	miRNA
ENSG00000207615	ENST00000384883	54188263	54188345	19	miRNA
ENSG00000207788	ENST00000385053	54189723	54189809	19	miRNA
ENSG00000221421	ENST00000408494	54191735	54191821	19	miRNA
ENSG00000207594	ENST00000384862	54194135	54194219	19	miRNA
ENSG00000207580	ENST00000384848	54197647	54197729	19	miRNA
ENSG00000207825	ENST00000385090	54198467	54198547	19	miRNA
ENSG00000207711	ENST00000384978	54200787	54200871	19	miRNA
ENSG00000208016	ENST00000385281	54201639	54201725	19	miRNA
ENSG00000207706	ENST00000384973	54203269	54203355	19	miRNA
ENSG00000207722	ENST00000384989	54204481	54204541	19	miRNA
ENSG00000207862	ENST00000385127	54205991	54206073	19	miRNA
ENSG00000207629	ENST00000384897	54209506	54209590	19	miRNA
ENSG00000207738	ENST00000385005	54210707	54210793	19	miRNA
ENSG00000207553	ENST00000384822	54211989	54212089	19	miRNA
ENSG00000207977	ENST00000385242	54214256	54214342	19	miRNA
ENSG00000207734	ENST00000385001	54215522	54215608	19	miRNA
ENSG00000207981	ENST00000385246	54216601	54216688	19	miRNA
ENSG00000207549	ENST00000384818	54219848	54219934	19	miRNA
ENSG00000238470	ENST00000459261	29052733	29052827	3	miRNA
ENSG00000207735	ENST00000385002	54223350	54223436	19	miRNA
ENSG00000207837	ENST00000385102	54224330	54224396	19	miRNA
ENSG00000207799	ENST00000385064	54225420	54225509	19	miRNA
ENSG00000216169	ENST00000401350	29410828	29410912	3	miRNA
ENSG00000207925	ENST00000385190	54228696	54228780	19	miRNA
ENSG00000211532	ENST00000390198	54230176	54230240	19	miRNA
ENSG00000207987	ENST00000385252	54233092	54233179	19	miRNA
ENSG00000207803	ENST00000385068	54234260	54234344	19	miRNA
ENSG00000207747	ENST00000385014	54238131	54238217	19	miRNA
ENSG00000207946	ENST00000385211	54240099	54240188	19	miRNA
ENSG00000207699	ENST00000384966	54242587	54242673	19	miRNA
ENSG00000207838	ENST00000385103	54244567	54244661	19	miRNA
ENSG00000264178	ENST00000582632	30179739	30179806	3	miRNA
ENSG00000207861	ENST00000385126	54245766	54245853	19	miRNA
ENSG00000266546	ENST00000580690	30180451	30180524	3	miRNA
ENSG00000207634	ENST00000384902	54251890	54251976	19	miRNA
ENSG00000252059	ENST00000516250	5441969	5442060	Y	miRNA
ENSG00000207806	ENST00000385071	54254465	54254551	19	miRNA
ENSG00000207992	ENST00000385257	54255651	54255735	19	miRNA
ENSG00000207979	ENST00000385244	54257272	54257356	19	miRNA
ENSG00000251879	ENST00000516070	5742287	5742379	Y	miRNA
ENSG00000265376	ENST00000580653	31203196	31203279	3	miRNA
ENSG00000263476	ENST00000579389	45659462	45659536	10	miRNA
ENSG00000264143	ENST00000581953	144815253	144815323	HG104_HG975_PATCH	miRNA
ENSG00000216166	ENST00000401347	183520263	183520341	3	miRNA
ENSG00000207767	ENST00000385033	54259995	54260084	19	miRNA
ENSG00000265569	ENST00000583623	54261123	54261223	19	miRNA
ENSG00000221548	ENST00000408621	54261486	54261572	19	miRNA
ENSG00000207620	ENST00000384888	54264387	54264476	19	miRNA
ENSG00000266451	ENST00000580148	67501992	67502079	11	miRNA
ENSG00000199031	ENST00000362161	54290929	54290995	19	miRNA
ENSG00000199095	ENST00000362225	54291144	54291210	19	miRNA
ENSG00000199143	ENST00000362273	54291959	54292027	19	miRNA
ENSG00000221584	ENST00000408657	35051691	35051801	19	miRNA
ENSG00000221553	ENST00000408626	67700685	67700833	11	miRNA
ENSG00000221115	ENST00000408188	35213329	35213429	19	miRNA
ENSG00000238727	ENST00000459297	31437429	31437523	3	miRNA
ENSG00000265563	ENST00000583672	144895127	144895212	HG104_HG975_PATCH	miRNA
ENSG00000215998	ENST00000401179	54485561	54485651	19	miRNA
ENSG00000263747	ENST00000579343	144926238	144926323	HG104_HG975_PATCH	miRNA
ENSG00000263094	ENST00000577096	145027361	145027449	HG104_HG975_PATCH	miRNA
ENSG00000199179	ENST00000362309	62997466	62997550	12	miRNA
ENSG00000207857	ENST00000385122	32301220	32301311	3	miRNA
ENSG00000264135	ENST00000581249	32557218	32557312	3	miRNA
ENSG00000264703	ENST00000579672	54785964	54786035	19	miRNA
ENSG00000266038	ENST00000580269	6602685	6602765	8	miRNA
ENSG00000221108	ENST00000408181	135473084	135473179	10	miRNA
ENSG00000241000	ENST00000466464	1481	1563	GL000240.1	miRNA
ENSG00000240779	ENST00000460303	3055	3137	GL000240.1	miRNA
ENSG00000244656	ENST00000464427	3772	3853	GL000240.1	miRNA
ENSG00000263760	ENST00000579797	3916	3999	GL000240.1	miRNA
ENSG00000238469	ENST00000458781	86623021	86623118	10	miRNA
ENSG00000211568	ENST00000390142	43581206	43581303	11	miRNA
ENSG00000199077	ENST00000362207	43602944	43603033	11	miRNA
ENSG00000239138	ENST00000459358	48455038	48455114	16	miRNA
